ANO_APLICACAO;CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO;TP_VERSAO_DIGITAL;TP_APLICACAO;REF_ARQUIVO_PDF;DESC_ENUNCIADO;DESC_ALTER_A;DESC_ALTER_B;DESC_ALTER_C;DESC_ALTER_D;DESC_ALTER_E;IN_ITEM_IMAGEM
2023;158;MT;37312;D;4;0;;1.84465;0.56332;0.22289;AMARELA;1292;;0;;REAPLICACAO_PPL;ENEM_2023_P2_CAD_05_DIA_2_AMARELO.pdf;"Uma pessoa, procurando um estacionamento, encontrou cinco opções com as seguintes formas de cobrança: \bullet A: R$ 6,00 por hora ou fração de hora; \bullet B: R$ 6,00 pelas duas primeiras horas e R$ 3,00 a cada hora ou fração de hora subsequente; \bullet C: R$ 6,00 por hora ou fração de hora, com tolerkncia de 15 minutos; \bullet D: R$ 6,00 pelas duas primeiras horas e R$ 3,00 a cada hora ou fração de hora subsequente, com tolerância de 15 minutos; \bullet E: R$ 0,10 por minuto. Essa pessoa irá utilizar o estacionamento por 5 horas e 12 minutos. O estacionamento que permite a essa pessoa pagar o menor valor possível é";A.;B.;C.;D.;E.;0
2023;155;MT;14774;E;18;0;;1641;45;175;AMARELA;1292;;0;;REAPLICACAO_PPL;ENEM_2023_P2_CAD_05_DIA_2_AMARELO.pdf;Mariana não tem computador pessoal em casa e precisa fazer uma pesquisa na internet para um trabalho de escola. Então, foi até uma lan house perto de sua casa. Na porta da lan house havia esta placa: ACESSO À INTERNET R$ 0,12 POR MINUTO R$ 2,00 (TAXA DE UTILIZAÇÃO) Assim, quantos reais Mariana pagaria para ficar uma hora e meia usando a internet nessa lan house?;R$ 0,18;R$ 2,18;R$ 3,08;R$ 3,18;R$ 12,80;0
2023;153;MT;6954;C;3;0;;2416;991;118;AMARELA;1292;;0;;REAPLICACAO_PPL;ENEM_2023_P2_CAD_05_DIA_2_AMARELO.pdf;Uma pessoa comprou uma caixa com 25 bombons por 5 reais. Resolveu revendê-los de forma avulsa a um preço único. Não resistindo j tentação, durante a venda, comeu cinco bombons. Obteve, mesmo assim, com a venda dos bombons restantes, um lucro de 20% sobre o valor pago pela caixa. Qual foi o valor, em real, de venda de cada bombom?;0,2;0,24;0,3;0,35;0,4;0
2023;137;MT;125956;A;29;0;;1.21177;3.11314;0.10322;AMARELA;1292;;0;;REAPLICACAO_PPL;ENEM_2023_P2_CAD_05_DIA_2_AMARELO.pdf;"A amplitude é uma medida estatística que detecta a variabilidade dos dados de uma amostra. Ela pode ser utilizada como critério de qualidade da produção na indústria de peças, indicando, por exemplo, a necessidade do descarte de um lote defeituoso. Uma fábrica analisou cinco unidades de cada um dos cinco lotes da produção de um tipo de peça que, por projeto, devem ter comprimento igual a 10 cm. As medidas, em centímetro, dessas unidades estão distribuídas a seguir: \bullet lote I: 9,80; 10,30; 10,30; 10,30 e 10,30; \bullet lote II: 10,55; 10,58; 10,58; 10,60 e 10,60; \bullet lote III: 9,80; 9,80; 10,00; 10,00 e 10,20; \bullet lote IV: 9,90; 9,90; 9,90; 10,20 e 10,20; \bullet lote V: 9,30; 9,30; 9,50; 9,50 e 9,50. Foi determinado o descarte do lote que apresentasse a maior amplitude. De acordo com o critério adotado, a fábrica descartará o lote";I.;II.;III.;IV.;V.;0
2023;172;MT;117730;A;30;0;;2.16697;2.85932;0.07989;AMARELA;1292;;0;;REAPLICACAO_PPL;ENEM_2023_P2_CAD_05_DIA_2_AMARELO.pdf;Após uma reforma, um clube decide comprar duchas para serem instaladas no vestiário. O tipo de ducha escolhida, segundo o fabricante, tem probabilidade igual a $\frac{1}{10}$ de apresentar funcionamento irregular. O administrador do clube planeja adquirir uma certa quantidade dessas duchas, de forma que a probabilidade de que pelo menos uma das duchas adquiridas apresente funcionamento regular seja igual a, no mínimo, $\frac{99}{100}$ . A quantidade mínima de duchas que deverá ser adquirida para atender ao planejamento desse administrador é;2.;8.;9.;10.;11.;0
2023;160;MT;37441;D;22;0;;3.01304;2.67185;0.08455;AMARELA;1212;;0;;REGULAR;ENEM_2023_P1_CAD_05_DIA_2_AMARELO.pdf;Analisando as vendas de uma empresa, o gerente concluiu que o montante diário arrecadado, em milhar de real, poderia ser calculado pela expressão V (x) = \frac{x^{2}}{4} -10x +105, em que os valores de x representam os dias do mês, variando de 1 a 30. Um dos fatores para avaliar o desempenho mensal da empresa é verificar qual é o menor montante diário V arrecadado ao longo do mês e classificar o desempenho conforme as categorias apresentadas a seguir, em que as quantidades estão expressas em milhar de real. \bullet Ótimo: V t 24 \bullet Bom: 20 δ V - 24 \bullet Normal: 10 δ V - 20 \bullet Ruim: 4 δ V - 10 \bullet Péssimo: V - 4 No caso analisado, qual seria a classificação do desempenho da empresa”;Ótimo.;Bom.;Normal.;Ruim.;Péssimo.;0
2023;158;MT;24523;A;28;0;;2.68656;2.50464;0.12713;AMARELA;1212;;0;;REGULAR;ENEM_2023_P1_CAD_05_DIA_2_AMARELO.pdf;Em um colégio público, a admissão no primeiro ano se dá por sorteio. Neste ano há 55 candidatos, cujas inscrições são numeradas de 01 a 55. O sorteio de cada número de inscrição será realizado em etapas, utilizando-se duas urnas. Da primeira urna será sorteada uma bola, dentre bolas numeradas de 0 a 9, que representará o algarismo das unidades do número de inscrição a ser sorteado e, em seguida, da segunda urna, será sorteada uma bola para representar o algarismo das dezenas desse número. Depois do primeiro sorteio, e antes de se sortear o algarismo das dezenas, as bolas que estarão presentes na segunda urna serão apenas aquelas cujos números formam, com o algarismo já sorteado, um número de 01 a 55. As probabilidades de os candidatos de inscrição número 50 e 02 serem sorteados são, respectivamente,;$\frac{1}{50} e \frac{1}{60}$;$\frac{1}{50} e \frac{1}{50}$;$\frac{1}{50} e \frac{1}{10}$;$\frac{1}{55} e \frac{1}{54}$;$\frac{1}{100} e \frac{1}{100}$;0
2023;150;MT;14661;C;11;0;;2.1714;0.98005;0.19773;AMARELA;1292;;0;;REAPLICACAO_PPL;ENEM_2023_P2_CAD_05_DIA_2_AMARELO.pdf;Um estudante de arquitetura projetou um prédio de 32 m de altura a ser construído em uma maquete, em papel-cartão, na escala 1 : 50. Nesse caso, na maquete, a altura do prédio mede;0,32 m.;0,50 m.;0,64 m.;1,00 m.;1,32 m.;0
2023;141;MT;117601;E;10;0;;3.53513;2.27283;0.14674;AMARELA;1292;;0;;REAPLICACAO_PPL;ENEM_2023_P2_CAD_05_DIA_2_AMARELO.pdf;Em radiometria, a potência radiante emitida por uma fonte de radiação é diretamente proporcional j quantidade de energia, em joule (J), irradiada pela fonte, e inversamente proporcional ao intervalo de tempo, em segundo (s), que a fonte necessita para emitir essa energia. Por meio de sensores adequados, localizados em diferentes distâncias da fonte, medidas em metro (m), é possível medir a potência radiante por unidade de área que chega jquela posição. A expressão que representa a unidade de medida para a grandeza potência radiante por unidade de área é;$J \cdot s \cdot m^{2}$;$J \cdot s \cdot m$;$\frac{J}{s\cdotm}$;$\frac{J}{s} \cdotm^{2}$;$\frac{J}{s\cdotm^{2}}$;0
2023;174;MT;87686;E;29;0;;1.94508;1.67467;0.08764;AMARELA;1292;;0;;REAPLICACAO_PPL;ENEM_2023_P2_CAD_05_DIA_2_AMARELO.pdf;"A nota final de um estudante em uma disciplina é dada pela mediana das notas de suas quatro provas. Cinco estudantes dessa disciplina obtiveram as notas apresentadas no quadro. Estudante Prova 1 Prova 2 Prova 3 Prova 4 I 85 45 90 45 II 80 70 70 75 III 75 75 75 55 IV 85 35 35 90 V 60 70 70 75 O professor dessa disciplina pediu a cada estudante que calculasse sua nota final e lhe apresentasse o resultado obtido. Os resultados informados pelos estudantes foram: \bullet estudante I: 77; \bullet estudante II: 70; \bullet estudante III: 70; \bullet estudante IV: 60; \bullet estudante V: 70. Qual(is) estudante(s) acertou(aram) sua nota final”";I;III;II e III;II e V;IV e V;0
2023;150;MT;117634;A;14;0;;3.29744;2.42208;0.14073;AMARELA;1212;;0;;REGULAR;ENEM_2023_P1_CAD_05_DIA_2_AMARELO.pdf;A água utilizada pelos 75 moradores de um vilarejo provém de um reservatório de formato cilíndrico circular reto cujo raio da base mede 5 metros, sempre abastecido no primeiro dia de cada mês por caminhões-pipa. Cada morador desse vilarejo consome, em média, 200 litros de água por dia. No mês de junho de um determinado ano, o vilarejo festejou o dia do seu padroeiro e houve um gasto extra de água nos primeiros 20 dias. Passado esse período, as pessoas verificaram a quantidade de água presente no reservatório e constataram que o nível da coluna de água estava em 1,5 metro. Decidiram, então, fazer um racionamento de água durante os 10 dias seguintes. Considere 3 como aproximação para \pi. Qual é a quantidade mínima de água, em litro, que cada morador, em média, deverá economizar por dia, de modo que o reservatório não fique sem água nos próximos 10 dias”;50;60;80;140;150;0
2023;162;MT;53181;B;26;0;;2.23246;0.40894;0.15192;AMARELA;1292;;0;;REAPLICACAO_PPL;ENEM_2023_P2_CAD_05_DIA_2_AMARELO.pdf;Uma pessoa foi a um supermercado comprar uma caixa de sabão em pó. Lá encontrou várias marcas desse produto, disponibilizado em embalagens com diferentes capacidades e preços. No quadro são fornecidos o preço, em real, e o conteúdo, em quilograma, das embalagens de cinco diferentes marcas de sabão em pó que estão j venda nesse supermercado. Preço por Conteúdo da Marca embalagem (R$) embalagem (kg) I 18,00 3,0 II 10,00 2,5 III 8,00 0,5 IV 7,00 1,0 V 34,00 2,0 A marca cuja embalagem oferece o menor preço, em real, por quilograma de sabão em pó é;I.;II.;III.;IV.;V.;0
2023;160;MT;44285;E;8;0;;2.94723;2.87386;0.06733;AMARELA;1292;;0;;REAPLICACAO_PPL;ENEM_2023_P2_CAD_05_DIA_2_AMARELO.pdf;Em uma sala escura há um ponto luminoso, a mais de 3 metros de distância de uma parede, e um disco pendurado, paralelo à parede, entre ela e o ponto luminoso. O disco encontra-se a 1 metro de distkncia do ponto luminoso, projetando uma sombra S , em formato de círculo, na parede. Esse disco é afastado mais 2 m do ponto luminoso, em direção j sombra e sem encostar na parede, projetando outra sombra S , também no formato de um círculo. Sejam A a área de S e A a área de S . 1 1 2 2 $O valor de \frac{A_{1}}{A_{2}} é$;1.;2.;3.;4.;9.;0
2023;136;MT;16795;D;16;0;;1.05676;1.98507;0.08392;AMARELA;1212;;0;;REGULAR;ENEM_2023_P1_CAD_05_DIA_2_AMARELO.pdf;Alguns estudos comprovam que os carboidratos fornecem energia ao corpo, preservam as proteínas estruturais dos músculos durante a prática de atividade física e ainda dão força para o cérebro coordenar os movimentos, o que de fato tem impacto positivo no desenvolvimento do praticante. O ideal é consumir 1 grama de carboidrato para cada minuto de caminhada. CIRINO, C. Boa pergunta: consumir carboidratos antes dos exercícios melhora o desempenho do atleta” Revista Saúde! É Vital, n. 330, nov. 2010 (adaptado). Um casal realizará diariamente 30 minutos de caminhada, ingerindo, antes dessa atividade, a quantidade ideal de carboidratos recomendada. Para ter o consumo ideal apenas por meio do consumo de pão de fôrma integral, o casal planeja garantir o suprimento de pães para um período de 30 dias ininterruptos. Sabe-se que cada pacote desse pão vem com 18 fatias, e que cada uma delas tem 15 gramas de carboidratos. A quantidade mínima de pacotes de pão de fôrma necessários para prover o suprimento a esse casal é;1.;4.;6.;7.;8.;0
2023;143;MT;125933;B;10;0;;2.60187;2.11188;0.26394;AMARELA;1212;;0;;REGULAR;ENEM_2023_P1_CAD_05_DIA_2_AMARELO.pdf;Entre maratonistas, um parâmetro utilizado é o de economia de corrida (EC). O valor desse parâmetro é calculado pela razão entre o consumo de oxigênio, em mililitro (mL) por minuto (min), e a massa, em quilograma (kg), do atleta correndo a uma velocidade constante. Disponível em: www.treinamentoonline.com.br. Acesso em: 23 out. 2019 (adaptado). Um maratonista, visando melhorar sua performance, auxiliado por um médico, mensura o seu consumo de oxigênio por minuto a velocidade constante. Com base nesse consumo e na massa do atleta, o médico calcula o EC do atleta. A unidade de medida da grandeza descrita pelo parâmetro EC é;$\frac{min}{mL\cdotkg}$;$\frac{mL}{min\cdotkg}$;$\frac{min\cdotmL}{kg}$;$\frac{min\cdotkg}{mL}$;$\frac{mL\cdotkg}{min}$;0
2023;164;MT;117727;A;11;0;;2.49104;3.01094;0.08231;AMARELA;1292;;0;;REAPLICACAO_PPL;ENEM_2023_P2_CAD_05_DIA_2_AMARELO.pdf;Um professor de matemática desenvolveu uma atividade educacional relacionada aos Jogos Olímpicos e confeccionou uma maquete que representa uma piscina nas dimensões olímpicas. Admitiu que a piscina olímpica deve ter capacidade mínima de 2 500 000 litros e construiu sua maquete, referente a esse valor mínimo, na forma de paralelepípedo reto retângulo com dimensões internas 2 cm, 25 cm e 50 cm, cujo volume é 2 500 cm^{3}. Considere que 1 L = 10^{3 }cm^{3}. A maquete confeccionada pelo professor foi elaborada na escala;1 : 100.;1 : 1 000.;1 : 2 000.;1 : 50 000.;1 : 1 000 000.;0
2023;166;MT;141582;C;30;0;;1.46956;2.91942;0.24283;AMARELA;1212;;0;;REGULAR;ENEM_2023_P1_CAD_05_DIA_2_AMARELO.pdf;Visando atrair mais clientes, o gerente de uma loja anunciou uma promoção em que cada cliente que realizar uma compra pode ganhar um voucher para ser usado em sua próxima compra. Para ganhar seu voucher, o cliente precisa retirar, ao acaso, uma bolinha de dentro de cada uma das duas urnas A e B disponibilizadas pelo gerente, nas quais há apenas bolinhas pretas e brancas. Atualmente, a probabilidade de se escolher, ao acaso, uma bolinha preta na urna A é igual a 20% e a probabilidade de se escolher uma bolinha preta na urna B é 25%. Ganha o voucher o cliente que retirar duas bolinhas pretas, uma de cada urna. Com o passar dos dias, o gerente percebeu que, para a promoção ser viável aos negócios, era preciso alterar a probabilidade de acerto do cliente sem alterar a regra da promoção. Para isso, resolveu alterar a quantidade de bolinhas brancas na urna B de forma que a probabilidade de um cliente ganhar o voucher passasse a ser menor ou igual a 1%. Sabe-se que a urna B tem 4 bolinhas pretas e que, em ambas as urnas, todas as bolinhas têm a mesma probabilidade de serem retiradas. Qual é o número mínimo de bolinhas brancas que o gerente deve adicionar j urna B”;20;60;64;68;80;0
2023;149;MT;14994;E;28;0;;2.70307;1.3682;0.16099;AMARELA;1212;;0;;REGULAR;ENEM_2023_P1_CAD_05_DIA_2_AMARELO.pdf;"No alojamento de uma universidade, há alguns quartos com o padrão superior ao dos demais. Um desses quartos ficou disponível, e muitos estudantes se candidataram para morar no local. Para escolher quem ficará com o quarto, um sorteio será realizado. Para esse sorteio, cartões individuais com os nomes de todos os estudantes inscritos serão depositados em uma urna, sendo que, para cada estudante de primeiro ano, será depositado um único cartão com seu nome; para cada estudante de segundo ano, dois cartões com seu nome; e, para cada estudante de terceiro ano, três cartões com seu nome. Foram inscritos 200 estudantes de primeiro ano, 150 de segundo ano e 100 de terceiro ano. Todos os cartões têm a mesma probabilidade de serem sorteados. Qual a probabilidade de o vencedor do sorteio ser um estudante de terceiro ano”";$\frac{1}{2}$;$\frac{1}{3}$;$\frac{1}{8}$;$\frac{2}{9}$;$\frac{3}{8}$;0
2023;141;MT;84857;C;3;0;;2.39559;1.53865;0.11866;AMARELA;1212;;0;;REGULAR;ENEM_2023_P1_CAD_05_DIA_2_AMARELO.pdf;O calendário maia apresenta duas contagens simultkneas de anos, o chamado ano Tzolkim, composto por 260 dias e que determinava o calendário religioso, e o ano Haab, composto por 365 dias e que determinava o calendário agrícola. Um historiador encontrou evidências de que gerações de uma mesma família governaram certa comunidade maia pelo período de 20 ciclos, sendo cada ciclo formado por 52 anos Haab. Disponível em: www.suapesquisa.com. Acesso em: 20 ago. 2014. De acordo com as informações fornecidas, durante quantos anos Tzolkim aquela comunidade maia foi governada por tal família”;741;1 040;1 460;2 100;5 200;0
2023;165;MT;31650;C;27;0;;3.33563;1.08025;0.20912;AMARELA;1212;;0;;REGULAR;ENEM_2023_P1_CAD_05_DIA_2_AMARELO.pdf;Os 100 funcionários de uma empresa estão distribuídos em dois setores: Produção e Administração. Os funcionários de um mesmo setor recebem salários com valores iguais. O quadro apresenta a quantidade de funcionários por setor e seus respectivos salários. Quantidade de Salário Setor funcionários (em real) Produção 75 2 000,00 Administração 25 7 000,00 A média dos salários dos 100 funcionários dessa empresa, em real, é;2 000,00.;2 500,00.;3 250,00.;4 500,00.;9 000,00.;0
2023;144;MT;81329;D;19;0;;2.97925;1.78747;0.19488;AMARELA;1292;;0;;REAPLICACAO_PPL;ENEM_2023_P2_CAD_05_DIA_2_AMARELO.pdf;Um tipo de célula se reproduz constantemente por divisão celular, triplicando sua quantidade a cada duas horas, sob condições ideais de proliferação. Suponha uma quantidade inicial Q dessas células sob as condições ideais de proliferação durante um certo período. Qual a representação algébrica da quantidade Q dessas células em função do tempo t, em hora, nesse período?;$Q(t) = Q \cdot 3^{t}$;Q(t) = Q \cdot 3^{2 t} $\frac{t}{3}$;Q(t) = Q \cdot 2 $\frac{t}{2}$;Q(t) = Q \cdot 3 $\frac{t}{2}-1$;$Q(t) = Q \cdot 3$;0
